name,country,date,review_score,review_header,review_body
Igor Kuburovic,RS,"Feb 20, 2024",5,Their support was very fast and…,Their support was very fast and effective and also were very patient.
Miki Alliel,IL,"Feb 20, 2024",5,Very effective and professional help,Very effective and professional help. Thank you
Carlos Lugones,RS,"Feb 19, 2024",5,Satisfied,"I've been using DigitalOcean for years, having the best experience. Well-designed platform, predictable pricing, good support, stable infra, and a very generous referral system. Whenever I'm thinking about testing an idea, Droplets are the first option every time. Thank you for your work, DigitalOcean."
Kabilan Janakiraman,GB,"Feb 18, 2024",5,Good and Reliable service,
Redwanul Islam,BD,"Feb 17, 2024",5,overall good,
S. Imsland,IS,"Feb 17, 2024",5,Instructions were easy to follow to fix the problem,"My field is not Linux operating system, but the instructions and support from Hummad Anwar Engineer at Digital Ocean were at at the same time very simple and presize, which made it easy for me to follow to fix the problem and the bonus at the same time they increased my knowledge on Linux."
Alexandre Massaro,BR,"Feb 16, 2024",5,Excellent customer service and…,Excellent customer service and experience.
UMANO,IT,"Feb 16, 2024",5,Reliable,"Reliable, efficient and professional. Nothing else to add."
Arturo Sosa,PY,"Feb 15, 2024",5,the speed and effectiveness of the…,the speed and effectiveness of the service
Carlos Oliveira,PT,"Feb 15, 2024",4,Ecommerce Owner,"We had a problem resizing a droplet. The first response took just 3 minutes. And during the resolution of the problem, they were informed of the status of the operation."
RandomGuy,GB,"Feb 14, 2024",1,STAY AWAY.,"STAY AWAY. I had only good things to say about DO until... I deployed a small droplet to host an app integrating 2 systems. Very basic straightforward use case of pulling data from one system and sending it to another. No emailing functionality, no scraping, no suspicious business whatsover. It's literally automating copy-pasting manual work. Barely a month in and out of the blue, I receive an account suspension email. The droplet was inaccessible and the app was down. Surely an error! Back and forth of them asking for detailed personal information without providing any specific reason beyond ""platform abuse involving your account and/or DigitalOcean resources"". No amount of information and offers to rectify any mishap made a difference... No access to the droplet so I cannot investigate and they don't say what they spotted or what went wrong. Once it became clear that the suspension wasn't going away, I asked for the data on the droplet.. Low and behold: ""Unfortunately, we can not proceed further with your request to unlock the account temporarily to retrieve the data."" In conclusion: run and don't look back. They will remove your access, not give any reason and withhold your data!"
Ryuk,PK,"Feb 14, 2024",5,Customer support,The customer support is fantastic 👏
Mohamed Mohamed,EG,"Feb 11, 2024",5,"Easy, simple and fast","Prompt response, ease of contact with the support team, and highly professional in solving issues to keep you moving forward"
Tim O,CA,"Feb 11, 2024",5,Great support,"Great support, great pricing! Support team is very helpful identifying issues even if you caused them yourself ;) Compared to AWS DigitalOcean is a great alternative especially price wise."
Marco Colli,IT,"Feb 11, 2024",5,I really like DigitalOcean,I have been using DigitalOcean since 2015. It is a reliable provider and it allows to cut costs. Support is also a plus.
Mantu Kabiraj,IN,"Feb 10, 2024",5,DigitalOcean world number one cloud…,DigitalOcean world number one cloud computing thank you so much digitalocean give my account 200 credit DigitalOcean support system number 1 really good thank you so much digitalocean
rb,FR,"Feb 10, 2024",1,Impossible to use the credits you bought,"This concerns paperspace, a service provided by digitalocean. I will never do business with paperspace again, and recommend you to run away while you can. They lack transparency and do not honor conditions for the use of their service that they previously agreed to. They are creating every obstacle to make spending the purchased credits more difficult, so the credits will expire without use, much like a scam. The customer service don't answer you or sends you around in circles. You cannot create the machine you want, even very basic machines require approval, for which you sit waiting for weeks, without approval."
Just Real Moms,BR,"Feb 9, 2024",5,Quick response,"I had an issue with the $200 credit upon subscription and was quickly able to resolve, get a refund for the last invoice and the team promptly replied my ticket. Thank you!"
Kaloyan Kalchev,BG,"Feb 9, 2024",3,"""Meh"", even for the price","Response was fast, this time, but the request was trivial(Raising account limits). Even then, they could not resolved it from the first try. Also now we have no idea what the new limits are ?! I guess we just have to wait, see and have a downtime again..."
Fraser Hudson,AU,"Feb 9, 2024",5,Fantastic organisation,Fantastic organisation! Best serverside dev user experience to date.
Hovhannes Gyanjyan,AM,"Feb 9, 2024",5,Flexible support,"The team found another way to help me recover my access, as processing the initial regular version was impossible."
Lorent Dubus,FR,"Feb 9, 2024",5,Top Company that replies to the queries…,Top Company that replies to the queries very quickly and efficiently. Price is reasonable and quality of hosting good. i strongly recommend DO.
KEVIN ONG,PH,"Feb 9, 2024",4,The response is fair,
dave campbell,US,"Feb 9, 2024",5,It is always a pleasure interacting…,"It is always a pleasure interacting with Digital Ocean services and support personnel, when necessary. The services are logical, powerful, and easy to use. The personnel are courteous, professional and helpful."
Hakan,TR,"Feb 8, 2024",5,They are excellent,They are excellent. I needed to change my email. It was quick and excellent.
Customer,US,"Feb 7, 2024",5,Great support,"Prompt, knowledgeable and professional support."
A guy from Austria,AT,"Updated Feb 8, 2024",1,Terrible experience,"Let me tell you about my experience, it's bad on multiple levels. 1. I registered for DigitalOcean and my account was locked immediately for no reason. So I opened a support ticket. 2. This ticket was opened in August 2023, at the time of this review it's February 2024. I contacted the support again a few days ago, and they answered within an hour. My account was unlocked again. 3. So finally, I could use DigitalOcean. Could I? No, because their interface doesn't accept my tax number. My tax number starts with letters, but their input field does not accept letters at all. So I tried putting in my personal tax number, which does not, but it also didn't work. It also didn't accept my tax number without the letters. 4. So I contacted their support again with the hope that I would get a similarly fast response, but I'm still waiting. 5. Just to complete the list: They list me services for which I need to apply. Basically, I cannot create those resources unless I contact their support and they unlock those for me. 6. Update: After having written this review. The support kept telling me how to fill out the tax field, and I kept repeating that I couldn't. Eventually, I explained to them that I either kept doing something wrong or their system did not work, and if they kept telling me how to do it, it was likely that I would not find my mistake. Now they said that they will ""come back"" to me. It sums up how many things do not work at DigitalOcean. Summarized, in the meantime, I created an AWS account. The integration was super easy, and they did not ask any stupid questions. Since I started building a part of my application on AWS, I do not think that I will consider DigitalOcean again. Mixing cloud providers is not a good idea. If someone from DigitalOcean is reading this: You could have had me as your customer, but you did not want me."
Shy Ramzan,GB,"Feb 6, 2024",5,Customer service was excellent at Digital I ran,Customer service was excellent and answered my questions quickly.
Joel H,PT,"Updated Feb 8, 2024",1,"Went on holiday for a month, they deleted ALL my resources.","Went on holiday for a month, when I came back they removed all databases, apps and droplets PERMANENTLY due to 1 late invoice. The WORST cloud provider, do yourself a favor and go to AWS. EDIT: I have spoken to support and they have told me that they wait 5 WEEKS before removing everyones data irreversibly in case they miss an invoice. This is absolutely RIDICULOUS! Again, go to AWS, DIgitalOcean is a JOKE."
Saidolim Djuraev,GB,"Feb 6, 2024",5,I had difficulty with the tax country,I had difficulty with the tax country. I wrote to support and received the email in about 10 hours. But beforehand the system sent me the instructions on how to check and update the tax country. I followed the instructions and resolved my issue. It was quick and before I received the email I sorted out the issue.
Urahilo,UA,"Feb 5, 2024",5,I couldn't receive the access codes to my email adress,my issue got resolved quickly and now I receive the access codes.
Imara Africa Safaris,KE,"Feb 4, 2024",5,Really great help with the support i…,Really great help with the support i got and it resolved my issues. Highly professional and well handled!
Ed M,US,"Feb 3, 2024",1,My terrible experience with Digital Ocean,I have had a terrible experience with Digital Ocean. They have my credit card and they make it impossible to cancel your account and they just keep charging your card every month forever. Even after my card expired they were somehow able to find out thru the credit card company what my new card number was and again started charging my new card every month! They use Security as an excuse to be completely unreasonable to their customer. And the last straw is that credit card companies (in my case Capital One) are not allowed to block Digital Ocean automatic withdrawals !!
Marvelous Omotoso,NG,"Feb 2, 2024",5,I’m happy the way my ticket was handled,"I’m happy the way my ticket was handled, they pay attention to details , they were ready to help , I love the prompt response.Thanks to the Associate Customer Advocate Team. Please don’t change.. always be there for people who needs help."
DCapital Global,AU,"Feb 2, 2024",5,"Not just a service provider, a friend in need!","Not just a service provider, but a long term business partner, a friend in need!"
Victor Cantu,MX,"Feb 1, 2024",5,Awesome Service,Their service and and customer support is always great. they go out of their way to help you :)
Usaha Toto,PH,"Feb 1, 2024",5,good and exalent service,
Silas Magare,ZA,"Jan 31, 2024",5,First DigitalOcean responded promptly…,"First DigitalOcean responded promptly faster than the phone call would have been. Then they were Kind enough to take me through the processes i would follow for my problem to be solved. Eventually, the scrapped the charges which originated from an anomaly of bundwidth caused by some erratic instance"
Adrian M.,DK,"Jan 31, 2024",5,Top-notch servers,"Top-notch servers, the services always work as intended and support is quick, concise and very polite. There are a plethora of options they provide and I haven't used all of them but, what parts of their platform I've used worked like a charm, definitely recommended."
José,EC,"Jan 28, 2024",5,Account Activation,"I had problems activating my Digital Ocean account. I contacted and had effective support, telling me by email the procedure for activation."
Chalermwut Srisakham,TH,"Jan 28, 2024",5,Professional Service Mind,Fast Response and Professional Service Mind as always
Cheikh Faye Ndiaye,CA,"Jan 26, 2024",5,A very good alternative cloud like…,"A very good alternative cloud like azure, AWS and google"
lilibeth ocando,US,"Jan 26, 2024",5,The agents were super helpful and kind,"The agents were super helpful and kind, especially Shravya who provided me with a solution and clear instructions."
大村真,JP,"Jan 26, 2024",5,The responses are always quick and…,"The responses are always quick and precise. Additionally, when I ask follow-up questions, they are answered thoroughly and politely."
George Pacheco,BR,"Jan 24, 2024",5,Digital Ocean is the best VPS company…,Digital Ocean is the best VPS company I've ever worked with. Excellent service. I recommend it to everyone!
Trex C,IN,"Jan 23, 2024",5,Quick customer service,Customer service is fast and services are as cheaper
Jeff Braden,US,"Jan 23, 2024",5,Great and speedy assistance.,
Tegar Wicaksono,ID,"Jan 19, 2024",5,good,"good, perfect. thanks"
VIKAS,IN,"Jan 18, 2024",5,Digitalocean is great platform,Digitalocean is great platform. If you are a student then it is amazing platform to learn and host your web applications. Thank You digitalocean!
Michel Comeau,CA,"Jan 18, 2024",4,As a long-time Digital Ocean…,"As a long-time Digital Ocean subscriber, I had never submitted a ticket until recently. I was pleasantly surprised by the promptness of the responses in regards to all my ticket-related inquiries."
Matthews Masia,ZA,"Jan 17, 2024",5,Customer support,Customer support is on point. It has the best response times and no hidden costs with its packages.
Ogork Tabi,SZ,"Jan 17, 2024",5,Digital Ocean is my number one Cloud…,Digital Ocean is my number one Cloud hosting platform not just for the amazing services they provide but also because of their Amazing Support team. They pay keen attention to your questions and worries and do their best to provide answers as fast as one could imagine. My sincere gratitude to your amazing Support and Engineering team!
xtec,US,"Jan 17, 2024",5,Quickly responded to a human technician…,Quickly responded to a human technician required problem. Digital Ocean Procedures worked perfectly. Tech worked quickly. Thank You
Jenom,NG,"Jan 17, 2024",5,Very satisfied,Thanks to George and Team for their swift response and help. Highly recommended!
Bridgette Graham,ZA,"Jan 16, 2024",2,I should not have been blocked from…,I should not have been blocked from attempting to sign up simply to explore your services
Troy Hitch,US,"Jan 14, 2024",5,Fast and Friendly Support,"My ticket had a response with a solution within minutes of submission. When I wasn’t quite sure to execute, the following response was just as quick and thorough and solved my problem. Thank you!"
Nik M,PT,"Updated Feb 6, 2024",1,Frustrating Experience with Server Issues and Support at DigitalOcean,"I recently had a challenging experience with DigitalOcean, particularly with server-related issues that were not due to any fault on my end. The primary problem was with my CRON jobs, which unexpectedly stopped executing. This issue required me to monitor and identify the problem myself before reaching out to their support team for assistance. Upon contacting DigitalOcean for help, I was disappointed with their response. Instead of offering a direct solution or acknowledging the inconvenience caused, they provided me with a set of steps to upgrade the server. As someone who relies on their service, I found it frustrating to be tasked with technical troubleshooting, which I believe should have been managed on their end. Moreover, I had requested a refund for the period when the droplet was non-functional due to these server issues. Unfortunately, my request was overlooked, adding to my dissatisfaction. The support team, although courteous, did not address this concern adequately. In the end, I made the decision to cancel my droplet and move to a different provider. While I understand that technical issues can happen, I believe the way they are handled makes a significant difference in customer experience. Unfortunately, in my case, DigitalOcean's approach and support did not meet my expectations. Ticket ref: ref:!00Df2018t5m.!5004P02KM5pD:ref"
Emmanuel,SE,"Jan 11, 2024",5,DigitalOcean ftw,DigitalOcean is really easy to use and offers a really great service.
lavender anyango,KE,"Jan 11, 2024",5,"Fast, Reliable Feedbacks",My best experience was the fast feedback on the issue I was facing. The staff were also very polite in guiding me in the areas I didn't know. I would give 10 stars If I could. I loved the service. Keep it up
Riki,ID,"Jan 11, 2024",5,for now is okay,"for now is okay, persist to best services"
M.C. in PA,US,"Jan 11, 2024",5,Super-fast response and resolution,Very pleased with DO’s quick response and the detailed solution provided. Smooth interaction from ticket open until resolution.
Juan Pablo Moreno,AR,"Jan 11, 2024",5,Nice experience working with…,"Nice experience working with DigitalOcean, nice technical support and all time they keep in touch with all my needs."
Stéphane Traumat,FR,"Jan 9, 2024",5,It works well,"It works well, quite cheap and amazing support"
Dennis Anish,UG,"Jan 8, 2024",5,Digital ocean is the best I have used…,Digital ocean is the best I have used it for over 3 years now and I have never had any issues
Niels-Erik Nandal,CA,"Jan 8, 2024",5,easy,Fast. Simple. Easy. Helpful. Clear.
Zeta Buhler,US,"Jan 8, 2024",5,Security Minded Service Excellent Support,My account was held to ensure security (most likely due to my email domain). They quickly worked to verify my identity and activate my account fully.
roman jordan,US,"Jan 7, 2024",5,These guys are on top of their stuff,"These guys are on top of their stuff. Having several accounts across just about every cloud provider there is, Digital Ocean is by far the best. Their API allows me to horizontally scale my containers at lightning speed. They keep you informed of potential outages and are always quick to respond."
Michael Foster,US,"Jan 7, 2024",5,New Customer,The response was quick and helpful
Ahed Kheirabadi,DE,"Jan 7, 2024",5,They are the best,
My dream,IN,"Jan 5, 2024",5,I have been using the Digital Ocean…,"I have been using the Digital Ocean since 5 years for different projects and their support on extending the billing consistently as requested, Digital Ocean is highly recommended for Startups."
Moch. Faisal Rasid,SG,"Jan 4, 2024",5,Digital Ocean is the best VPS hosting,
Shiza Technologies,TZ,"Jan 4, 2024",5,Full bundle of cloud services,"Full bundle of cloud services, Trustworthy, consideration, helpful support. It's just a sweet home for cloud services"
Олександр Курочка by.haskell,UA,"Jan 4, 2024",5,Stable,"Cheap, stable, high-quality and a very large library of documentation on various topics, which is one of the best on the Internet."
bingo,DZ,"Jan 3, 2024",5,best VPS for powerful performance,"I've been using DigitalOcean for enough time to know that i'm not gonna use any other providers because of the outstanding performance, I would choose s-1vcpu-512mb-10gb (1 gb RAM, 1 VCPU) from DO rather than 4gb rams 2 VCPUs from others, the performance is just exceptional."
Ken Manheimer,US,"Jan 3, 2024",5,Diligent and timely,"Timely, diligent, and competent attention to my questions and concerns."
Wizzou,BE,"Jan 2, 2024",1,Outrageous bad service,Terrible support for such a big company. Not receiving the 6-pin 2FA code and are locked out of our account. Trying to contact support but they just don't answer any emails or tickets. How could you just not offer any type of support to your customers? Please choose another service provider!
Kk,DE,"Jan 1, 2024",1,Verficstiom code dont Cole for 6 months SCAM!!!,"Could not access my account due to an issue with the email address. A 6-digit code was sent to an email account I could not access.i dont become email 6 months ago i payed 6 months for norhing, I submitted over 4-5 customer support tickets in a period of 60 days And Support dont answer i blocked now paypal to pay digital ocean if You need root or something Go to a Otter provider digital ocean is Scam!"
Al Margolis,US,"Dec 31, 2023",5,I have been using Digital Ocean since 2013,"I have been using Digital Ocean since they were the new kid in the business. I am a small operator who prefers to do things on my own. Digital Ocean has been simple to use, everything works as expected and reliability has been superb. On the few occasions I have needed help, I have received prompt, correct help without jumping through hoops."
Rob Wolf,US,"Dec 31, 2023",1,Double Billed and Deleted Everything,"Feel free to watch my video on YouTube (Cost To Serve- Digital Ocean Review). Digital Ocean was double charging me, so I canceled my account and changed my credit card. When I needed something from them to help in a migration, the said everything was deleted and I still owed them for 3 months of billing."
x z,PH,"Dec 31, 2023",5,Exceptional service from Digital…,Exceptional service from Digital Ocean's Customer Support team! I am thoroughly impressed with their proactive approach in swiftly addressing my queries and providing solutions. The support team's responsiveness and dedication to customer satisfaction have truly exceeded my expectations. Five stars without a doubt!
gsm server,SD,"Dec 30, 2023",5,Good service and good support,
Grainger,AL,"Dec 27, 2023",5,The support team is great and lovely,The support team is great and lovely. The servers are also quite fast. Would recommend to anyone looking to give their project a nice start!
Daria,DE,"Dec 27, 2023",5,Great technical support for small companies,"We are a start-up and part of the team understands IT, part does not understand IT whatsoever. I would recommend this service for start-ups and small enterprises because the DigitalOcean guys have one of the friendsliest and detailed supports we have experienced. They are really focusing one SOLVING your issues instead of sending you a plain description article. From providing FAQ if we don't find the right article to fixing small technical issues, we get our issues solved within the same day and even on holidays. Also, the fact that we can increase our droplets in speed, size, power within seconds, makes us highly scalable and is critical to our infrastructure. This is the partner we like building our small business with."
时光机器,HK,"Dec 26, 2023",5,Efficient,"Efficient, friendly and prompt to solve my problem， the digitalocean is affordable, you can't buy a loss, you can't be fooled, hurry up and get in the car to digitalocean"
Umberto Sousa,BR,"Dec 26, 2023",5,Great service and excellent quality…,Great service and excellent quality cloud solutions.
mujahed saleh,YE,"Dec 25, 2023",5,Quality service and customer appreciation,I really liked the company's policy of not relying on one person to solve the problem and make the decision. I was really impressed by the lawyer's intervention and appreciation of the situation after one of them decided not to cooperate and ignore the problem that I had.
Garberchov,US,"Dec 23, 2023",5,really excellent support,"really excellent support, fast response, excellent overall."
Enrique Mata,VE,"Dec 22, 2023",4,I got a pertinente answer to My…,I got a pertinente answer to My questions. The heip was appropriate anda Swift.
ThunderOceanV,TR,"Dec 21, 2023",5,I have been searching for a reliable…,"I have been searching for a reliable platform for a while. Through my research, I discovered DigitalOcean, where all users seem satisfied. I tried it, faced some issues, but they promptly assisted and resolved my problems. Now, I'm attempting to make a purchase and create a new account, but I'm experiencing payment issues. If they can resolve that too, I'll become a DigitalOcean member for a long time. It's great and user-friendly 👌, and the pricing is not bad either."
Dave,NA,"Dec 21, 2023",5,Excellent customer support!,"Quick, efficient & courteous customer support!"
christopher,NG,"Dec 20, 2023",5,Their response time is great.,Their response time is great. Their server uptime is just excellent. I can't stop using DO
Gerald Ephraim,TZ,"Dec 19, 2023",5,Awesome services,Great company to deal with. Awesome services. Very helpful support team. Kudos for everything to DigitalOcean.
Home Sang,VN,"Dec 19, 2023",5,This is a great hosting service…,This is a great hosting service provider I have been with for over 5 years
Krisztián Török,HU,"Dec 17, 2023",1,This is the worst service provider,"This is the worst service provider I have ever encountered. I definitely do not recommend this company. Whenever they feel like it, because something in the content doesn't suit them, they shut it down for up to 24 hours. Customer service doesn't provide information and is unreachable. They shut down the website for me with 2000 users at a startup."
Dallas Bluth,US,"Dec 13, 2023",5,Prompt and complete support when needed.,
Toby Cm,CA,"Dec 13, 2023",5,Best support ever,"Best support ever, they fixed my Droplet internet issue in 1 day"
ASL HAVEN,MA,"Dec 13, 2023",5,It was fantastic,It was fantastic – fast and great customer support. I really appreciate the efficiency and assistance provided. Thanks!
Hanssen s,ID,"Dec 13, 2023",5,"Really Fast, Helpful and On Point","Digital Ocean Team really helpful to handle my problem. They give fast response and give really on point solution, so I can resolve my problem smoothly. Thank you Digital Ocean Team."
Kristi Tanellari,US,"Dec 13, 2023",5,The accuracy and professionalism of the…,The accuracy and professionalism of the support I received is uncanny. Very satisfied
Jason N,GB,"Dec 12, 2023",5,Great cloud instance options and great…,Great cloud instance options and great customer service
Marc Oliveras,ES,"Dec 12, 2023",5,A good cloud service provider,"I'm using this company as a VPS provider and everything has been OK so far. However, I don't like the fact that It doesn't allow to pay in euros or with prepaid cards, which is annoying because the bank charges a commission every time. If only they allowed to pay with prepaid cards I could bypass the commission of the bank."
hilexpertiz,TG,"Dec 12, 2023",5,You are the best,I like the reactivity of the support
Randy Novion,PH,"Dec 12, 2023",5,The tech support via ticket system is great,The tech support via ticket system is great. DigitalOcean tech support responded within the day the ticket was created.
Pavel Filatov,CY,"Dec 12, 2023",5,Fully satisfied with the customer…,Fully satisfied with the customer support and price level. Using them more than year already
Muzaffer İNCİ,TR,"Dec 11, 2023",5,Thank you for your very good services.,
Jeff Maner,US,"Dec 8, 2023",5,DigitalOcean Support,I have had to contact DigitalOcean support a few times for different reasons. DO support personnel are always very knowledgeable and friendly. DO support personnel are very concerned about the security of services they provide which mirrors our own intensity. DO services really hit the mark.
Dave,AM,"Dec 8, 2023",3,"Bad service, good product","The product is good, but everything else is concerning. You can get your account completely locked in the middle of setting up projects for clients after having used DigitalOcean for months. Support can ignore your ticket for two weeks, and when you attempt to create a new ticket for the same issue it will automatically be closed. I was only able to get support to take a look at my ticket by creating a ticket in a completely unrelated section with the text completely reworded. They will refuse to explain why your account got locked and will offer zero reassurance that it won't happen again and no advice for how it can be avoided. Great for hobby projects or if you don't mind potential downtime or loss of data. If you're a professional, I would avoid it."
Hasan Ullah,BD,"Dec 8, 2023",5,Amazing Support From DO Team,
tahandos engineering,AT,"Dec 6, 2023",5,The do what it takes,What I liked about their response to my support request is they were willing to do what it takes to resolve the issue; whether technical. or even administrative. Thank you Digital Ocean!
Farah,MY,"Dec 4, 2023",5,Thank you good job,
Adekunle,NG,"Dec 3, 2023",5,Timely and Speedily,"I got my ticket attended to on a WEEKEND, and speedily at that, this is wonderful."
Yahya A Rahman,MY,"Nov 30, 2023",5,DigitalOcean: The Perfect Host for TaxiMpv4u.com – A Year of Seamless Excellence!,"When I signed up, DigitalOcean impressed me with its user-friendly interface. Navigating through the dashboard is a breeze, and setting up droplets, databases, and other resources is incredibly intuitive. This simplicity and powerful functionality make managing my projects a joy. Customer support at DigitalOcean deserves a special mention. Whenever I've had a question or encountered an issue, the support team has responded quickly, knowledgeably, and helpfully. Their dedication to customer satisfaction has undoubtedly contributed to my loyalty over the past year. In conclusion, DigitalOcean has exceeded my expectations in every aspect. As I celebrate my first anniversary with this outstanding platform, I look forward to many more years of collaboration. If you're looking for a reliable, user-friendly, and high-performance cloud hosting provider, DigitalOcean is the clear choice. Here's to a year of excellence and many more to come!"
Unknown,BR,"Nov 30, 2023",5,Effective Support in Resolving Droplet Access Issue,I appreciate the prompt and efficient assistance I received during our interaction. Your quick response and effective problem-solving were instrumental in resolving my issue with accessing my Droplet system. Thank you for your help!
Eav Long Sok,KH,"Nov 30, 2023",5,Good response time and answers are on point,"The response time is not too long, the answer was on point"
FootballAI Team,MK,"Nov 30, 2023",5,They are fast on responding and have a…,They are fast on responding and have a very simple easy to use interface.
Tyler J.,US,"Nov 29, 2023",5,"High performance, easy hosting","I've been using digital ocean for housing my SaaS business and it's been great. Easy to work with, high performance, and I can pick my data centers. No problems and no complaints so far!"
Prasad Yoo,LK,"Nov 29, 2023",5,Easy to create compute and interface,
Jf Xie,US,"Nov 29, 2023",1,Could not access my account due to an…,Could not access my account due to an issue with the email address. A 6-digit code was sent to an email account I could not access. I submitted over six customer support tickets in a period of seven days and got no response. I had to seek another company to replace this one. Very disappointing!
Mimi Bot,NL,"Nov 29, 2023",5,W DigitalOcean,Fast & Honest customer support. Easy to use and lovely team :)
Aroma Aroma,PH,"Nov 27, 2023",5,I have experienced and satisfied…,I have experienced and satisfied customer of Digital Ocean. And you have to trust and be confident like me also. Thank you very much Digital Ocean.
Gopa Kumar,BH,"Nov 26, 2023",5,"No downtime, excellent support","No downtime, faster network, excellent customer support"
Shim Yebleyin,RW,"Nov 26, 2023",5,Easy to setup and affordable,Easy to setup. Incredibly awesome support. And affordable overall.
Torris Yin,US,"Nov 25, 2023",5,Patient and professional service.,
osiris rodriguez,DO,"Nov 25, 2023",5,Good services and we'll knowledge base,"Good services and we'll knowledge base, also a fast response for support center."
Dale Weber,US,"Nov 24, 2023",5,The support staff is awesome.,The support staff is awesome and they can handle even the most difficult situations. They helped me regain access to my account after my phone was stolen and I lost access to my 2FA authenticator and log in information.
IRAKOZE,RW,"Nov 22, 2023",5,"Thank you for your kindly support,",
JB,CA,"Nov 21, 2023",5,Quick to respond and clearly understood…,Quick to respond and clearly understood the technical issue we ran into.
Amed Quila,JP,"Nov 21, 2023",5,The team at Digital Ocean was very…,"The team at Digital Ocean was very kind, considerate, and patient in helping me solve my problem, which I really appreciate!"
alwst,DE,"Nov 21, 2023",5,"The work team is excellent, a reliable company, worthy of respect and appreciation, thank you",
Patrick Atambo,KE,"Nov 21, 2023",5,The best!!,The best!! Great experience always.
Accounts Ezy Solutions,IN,"Nov 21, 2023",5,"Price, Support, Performance",
Jean-Claude Adzalla,TG,"Nov 20, 2023",5,The response time is fast and satisfactory.,The response time is fast. Issue dealt with professionally and solution was beyond my request.
Nevil Hewitt,GB,"Nov 20, 2023",4,"Most services good, some overpriced","I've been customer for several years, now have 6 teams and use various services. Mostly I am happy - simple products at good prices. Two areas which annoy me are: - Container Registry free level is tiny. What is worse is that, if limit is breached, push fails and allowance is filled with garbage that only Digital Ocean support can remove. Just terrible value compared to AWS et al. - Managed Database Service minimum price is $15 per month for 10GB, when most of my applications need only 100MB. This is driving me to other cloud service providers."
Буба Ололо,RU,"Nov 20, 2023",1,I just could not use service,"I just could not use service, I registered with all the necessary data, provided a card, from which I was charged 1$ and all I saw was a message that you need some more data about me. Appeal to support service did not give anything, the ticket was simply closed and I still can not get into the admin panel, or rather I can, but from me again ask for a card, from a world-class service I did not expect such nonsense"
Robert Stone,US,"Nov 19, 2023",5,"Good service even for the ""little guy""","I'm one of those guys who usually just has one VPS running, but running all the time. Well mine was running for 7 years, even when I wasn't paying much attention to it. Never had any problems, never had it get deleted or had to reinstall it due to an upgrade or anything. And the one time I did have a support request, they got back to me in 1-2 days with real answers that took some effort even though I wasn't paying any extra for a support contract. So while you can get a VPS from a cut-rate provider with theoretically twice the resources for the same price, you're going to have to pre-pay for 1+ months and won't be able to resize the VPS without going through a shopping cart and pre-paying again where as DO will let you scale up and down at will and just bill by the minute. So overall, DO is reliable, less complicated than the mega-services, and still has reasonable treatment of the little guy. There's not much to complain about."
kang Dirman,ID,"Nov 17, 2023",5,I have been using DigitalOcean services…,"I have been using DigitalOcean services for years and have never encountered any difficulties at all. All difficulties are always handled well! Today I received courtesy credit from DigitalOcean and I am very, very happy to receive it, thank you, I wish your company and your entire team success always!"
Sanjana Aggarwal,IN,"Nov 16, 2023",1,Total scam 5$ Fees in the name of trial…,Total scam 5$ Fees in the name of trial has deducted and no trial given nor i got refund of 5$ even amazing thing support ignored me for an year
Meg Faure,JE,"Updated Nov 16, 2023",1,Illegally taking money from our…,Illegally taking money from our account. We cancelled our subscription in May this year. They closed our account. However no matter how hard we try to stop the payments they still take the subs fees every month. Be ware! You can’t get out of the payments.
TalkNew Connect,IN,"Nov 14, 2023",5,Wonderful Customer Support. The Best Service,Reply happy and honestly giving the positive review/. Like us small startup venture the digitalocean will support a lot by providing services and customer services also. Whenever we are raising a tickets they immediately reply and also solve our entire issues.
Darvin Z,KH,"Nov 14, 2023",5,Great and solved the problem fast,
Kabe Nguyễn,VN,"Nov 14, 2023",5,Quick response is something I really…,Quick response is something I really like
Super Suphot,TH,"Nov 14, 2023",5,Good Service at reasonable prices,I have been with them almost 10 years. Every work perfectly.
Terence Eaton,ZA,"Nov 13, 2023",5,Easy to use.,
Dave Young,US,"Nov 13, 2023",5,Quick and overwhelmingly positive resolution,"I needed a quick resolution for service continuity and also peace of mind. The request for details was concise, and the followup actions were decisive and immediately alleviated my problem."
PixTheme,BY,"Nov 12, 2023",5,We helped to recover the lost data,"We helped to recover the lost data, which was very valuable for us."
Beau Atwater,US,"Nov 11, 2023",5,Very quick diagnosis,Very quick diagnosis. I was flummoxed but they figured out the problem quickly. I’m very pleased. I expected it would take some effort but they were great.
Art Mason,RO,"Nov 10, 2023",5,A Benchmark for Great Support,The experience was great because the support staff want to help. Some companies offer support but do not really follow through. Digital Ocean goes beyond.
S.Aktan,TR,"Nov 9, 2023",5,You do your job very well,You do your job very well. I receive a very high quality service. you solved my problem. I can't thank you enough. I'm so glad to have you. I send my love and respect to all engineers. Regards..
Yorick Devleeschouwer,BE,"Nov 9, 2023",1,Account got blocked for no reason,"Account got blocked for no reason, didnt even use it yet. Made another account, linking apple pay didnt work so tried paypall, got blocked again. Support *can't do anything*. May be cheap but I'll pick an expensive azure over an unreliable digitalocean anytime tbh"
thomas,US,"Nov 9, 2023",5,Everyone was professional,"Everyone was professional, helpful, and courteous."
Akshay De,IN,"Nov 8, 2023",5,"good product, good support",Product works well and without glitches. I needed to change billing user and they had strict protocols to make that happen. And the support team was clear and helpful through out the way. I didnt have to wait days for a response to every email I sent.
