name,country,date,review_score,review_header,review_body
Selecta Hosting,CL,"Jul 3, 2023",1,5 days waiting payment validation and…,"5 days waiting payment validation and support ticket response. Any channel to contact them, no support by phone, no support by ticket, no support by chat. We hace called them more than 50 times."
C Base,GB,"Updated Jul 5, 2023",1,Very expensive for .. nothing,"Very expensive for ... No idea. They operate bare bones service like hetzner (good uptime) yet support is non existent. If you're going to pay more, then you may as well use a service with automation and support, if you want unmanaged (that still uses automation) use another service anyways. OVH cannot seem to scale with me they take days and days to process adding more RAM whereas any other service I used takes 5 minutes. Update: charged 3 times for the upgrade I requested 4 days ago, man it's a vps not a dedicated server otherwise I'd understand"
Michael,AU,"Jul 3, 2023",5,Outstanding,"I run a bare metal server with OVH Australia, and they have been fantastic. I have had some hiccups and there are some areas for them to improve, but honestly they are rock solid and every bit comparable to Vultr and other 2nd tier providers. I believe all of the negative reviews are likely from less technically minded people who have had issues and required hand holding. I haven't had to use their support, so it's possible they aren't that helpful. Pros - Pricing is literally the best by country mile (I did snap up a discounted rate offer) - Performance of the server has been blazing fast, and so far, 100% up time over the 3 months since I signed up - Enterprise grade interface / management portal from a functionality perspective Neutral - Server provisioning took ~4 hours - OS install was a bit clunky as I didn't set up the partitions correctly. The failure wasn't obvious, and required several attempts to enter recovery mode. This however was my fault, so whilst not an optimal UX, can't be blamed on OVH Negatives - Server installation email took a while longer than provisioning, therefore I couldn't find SSH access details. Hunted everywhere and gave up, intending to contact support, but email eventually arrived :) - SSH requests would periodically time out for the first day and the only way I could access the server was through IPMI. It has been rock solid since though, so might have been a DNS issue or something else I did. - Very slow interface / management portal. Takes forever to move from page to page. All in all, if you need a bare metal server, don't want to pay through the teeth and are willing to figure things out for yourself, these guys are worth every penny."
Steve “The Rev” Ford,GB,"Updated Jul 4, 2023",1,Long term customer..!,"I've been with OVH for getting on 15 years & you'd think they'd be willing to help a valued customer! Think again, they demanded payment even though my subscription was already valid, I had to overpay to continue my service but was refused a reimbursement, this has happened twice? & for the last 3 months I've had problems receiving emails! Unless this is resolved asap I will have no choice but to part company? (Recent response) Yes, you asked me for more money although my subscription was still valid! You have done it again this year? Also my email address is still not active???"
Darren & Hayley,GB,"Updated Jul 3, 2023",1,What an absolute shambles OVH are,"What an absolute shambles OVH are. NOTHING on their control panel works. It won't let me manage or cancel ANY of my services with them. They're ""support"" was to have me MANUALLY call their API endpoints - something an end user shouldn't even be aware of or have to do EVER. That's the whole point of the Control Panel. Oh, and eve THAT didn't work. And then, despite being signed in, they asked for ID before they'd remove the services on their side. I will NEVER use OVH services again. Their rating on here speaks volumes. UPDATE: Following OVH reply requesting more info, I submitted requested info. Unfortunately, despite saying they hoped I wouldn't have to go through this again, I did indeed have to go through this again this morning, and they have closed the ticket without resolution, so I've had to raise ANOTHER one explaining the whole thing again. Your 1st-line support staff are awful and really need to learn when they need to escalate before things get out of hand. I'm now in the position of having to report OVH to the ICO for breach of GDPR."
SOC SMART - IT SERVICES,VN,"Jun 27, 2023",5,thank you Vinicius support me,
Marek,AU,"Updated Jun 27, 2023",1,Had to lodge payment dispute trough…,"Had to lodge payment dispute trough credit provider to get refund for not delivered service. Give them heads up notifying I will have to lodge dispute if founds not refunded by 23/06/2023. This have not happen. On 26/06/2023 lodge dispute for not delivered service. Details where communicated trough your OVH user account. There is no need to be published on Trustpilot site. This details are private and confidential. My experience with you can be public. My personal details where provided as per legal requirement. You have not provided service. I should say you have refuse to provide service and you have drew money for that service. Than you going to hold it for 30 days! ""ACCC is clear in Australia and Australian LAW said clear that you should not hold payment for service you not providing as good and services has not been provided."" Are you going to pay interest on the money you holding?"
Oleg,IT,"Updated Jun 27, 2023",5,My interaction experience was successful.,My interaction experience was successful. The company solved all issues in the best way for me. I express my gratitude to the support service and the financial department of OVH. The best and most sincere recommendations.
Teuteuf Games,SE,"Jun 22, 2023",5,we use it for hosting and domains and…,we use it for hosting and domains and we never had a problem. the hosting prices are good!
bob,RO,"Jun 13, 2023",1,they are awful,"they are awful, you create an order, make the payment and in 3 days just cancel without any mail or info ... and no refund ... feel sorry I didn't check the reviews before..."
Online buyer,GB,"Jun 12, 2023",1,"Major issues, refusing refund and blaming their problems on me","Purchased hosting that came with a free URL. Have had nothing but issues since. Dashboard keeps switching to french, one click installers mostly don't work, can't enable Let's Encrypt. Reaching out to CS they have told me the issues are my browser is set to french (it's not), and that I should pay to upgrade if I want the 1 click installers to work (They're included). I've asked to close my account and have a pro rata refund and they are just dragging their heels with over a week between responses and refusing every step of the way."
Fred,PT,"Jun 7, 2023",3,Awfully complicated to start a VPS..,"Awfully complicated to start a VPS... Just give me the damn username, password and link to your ""KVM"", I have no time to look into your endless guides on how to use the service. Make it simple! Also for their ""14-days refund policy"" you need to send a physical letter to London, who does that in 2023? Might as well have no refund policy. A plus is that they have competitive prices, if you need to run a VPS 24/7, their prices are better than AWS and many other competitors. I've also never had any connection issues."
Ahmed,EG,"Jun 3, 2023",3,Good 7 out of 10,"OVH provide top-class services in terms of performance, DDoS protection and “technical” support and focus on technical here. They provide fast hardware replacement and good servers monitoring. In terms of the billing support 1 out of 10 my rating. Takes days to reach them despite that billing should be given priority support. As a CEO of hosting company. I have dealt with much colocation and dedicated server providers. Never really needed to contact billing support. But at OVH expect billing issues and bugs. However we are just dealing with that because they provide competitive services in terms of DDoS protection and performance. Never faced a downtime really as i remember or just a very little downtime. That’s a 2 years experience with OVH."
Adam,AU,"Jun 1, 2023",1,Beyond useless. Avoid like the plague!,"Useless customer support, useless billing team, agonisingly slow client portal, poor server performance, and terrible pricing. They will lie to you at every opportunity (pre and post sale). You would get a better return on your investment if you set your money on fire. Avoid OVH like the plague."
Ahsan Mansuri,PK,"May 25, 2023",1,PATHETIC SERVICE!,PATHETIC SERVICE! VPS server went down 3 times in a month. can't even reboot my server. worst support total waste of money.
Sviatoslav Verstak,KZ,"May 24, 2023",5,quick and constructive help,
Marius,GB,"May 22, 2023",1,I ordered a VPS 2 weeks ago,"I ordered a VPS 2 weeks ago. They took the money from my PayPal the same minutes the ordered went through. Now it is two weeks later and I didn't hear from them. The order is still on: ""An additional processing time is required. It is usually around 48 hours. Our customer support team may contact you."" THE VPS NEVER ARRIVED. They also took my last review here down, for no reason other than they are shady. My experience is indeed very real."
John,LT,"May 17, 2023",1,This company scam people,"This company scam people, I tried to cancel services, but their website gave error, then I contacted support, but they did not cancel services and my card was charged again and again, stay away from these scammers."
John Scatman,FR,"May 16, 2023",5,Great experience with the customer service for a French Kimsufi user,I messaged @ovh_support_en and had an answer an hour later then we solved my issue together in a nice way so thank you for your service.
Cedric St-Onge,CA,"May 15, 2023",1,"Terrible support, many disfunction from ovh","I have dedicated server and additional IP address with this company Since the renewal of the service I got additional IP address disappear from my dashboard and my website is no longer available since 72 hours actually I’m in unable to join the technical support about this issue so I created a ticket of support and I got someone who replied to me specialists will take care of this issues but actually it’s 72 hours after that message, all of my website and my customer website is down for 72 hours. We lost a lot of order. Actually, my customer complaining about me and my business but it’s not about me, it’s about OVH. I’m going to lose some of my customer wish complaining about the down of 72 hours and actually I got no reply from anywhere and when I called they said I’m not a subscriber to the support service which I have to pay $400 per month which is ridiculous OVH, You provided a service, so you have to provide a support to them not asking another amount for getting support, actually, I got someone on the live chat, but he seems to be incompetent about this situation which i have to repeat everything from the beginning multiple time and his reply seems to be effortless and he seems to don’t care about that issue It’s now 4 years i pay around 250 per month, each time i facing issues i was really disappointing about the service/support i received."
Dev,TN,"May 15, 2023",1,1 star is too much for OVH support,1 star is too much for OVH I have an incident open for almost 1 week and they don't respond to the support ticket Ticket: 7783264 (OVH TN) I never saw support people so lazy as OVH support. I hope the company goes bankrupt so that these lazy people will not find a place to work in
S.W.,LU,"May 11, 2023",5,Support très efficace via twitter,
Bye,VN,"May 5, 2023",1,They decided to charge again for ip…,"They decided to charge again for ip that was sold for $2 setup fee, no monthly payment. Yeah, they will try to explain by pointing an article on thier blog. Bail and swith. They also increase monthly payment on the server. I am leaving ovh. Don't trust this company. You have been warned company"
Anatole Lardeyret,FR,"May 2, 2023",1,Unhelpful custumer service and dodgy…,Unhelpful custumer service and dodgy business practice. They re trying to force me to pay for a month that I did not pay or use because of their stupid auto renew.
Pascal L,US,"May 1, 2023",1,This company is total ripp off stay for…,This company is total ripp off stay for away. Customer service sucks. Pricing is ridiculous. Interface is trash.
ScoobyMedia OVH,GB,"Apr 30, 2023",1,IP ADDRESS,"IP ADDRESS Hello, Since 2013 being an OVH customer the company was in-fact highly recommended company. They have grown into a large company. When we brought the IP addresses a long time ago they were one-time fees that only got charged when you went over 256 IP addresses. They brought in the chargeable IP addresses for each IP address that is now all chargeable. Feb 2020, they brought these chargeable services in then they stop them again as they had too many complaints about this chargeable service. So in 2023, they brought this in again so if you think about it as a loyal customer I've paid over 3 times the amount I should pay. I couldn't believe this when I had my invoice for £70 est, for IP addresses where is the loyalty for long terms customers who have made OVHCLOUD what is today? NIC : CD121931-OVH"
Dionis Ceban,MD,"Updated May 18, 2023",1,I am extremely disappointed with OVH's…,"Update 05/18/2023 I am deeply disappointed with OVH's lack of communication and failure to provide the promised refund on 05/11/2023. It has been a week since I was informed about the refund, yet I have received no answers or reimbursement. This level of service is unacceptable. Update 05/08/2023: The list of the IPs page or Services doesn't load, again cannot renew or cancel any service. Update 05/06/2023: I am writing to express my disappointment with the persistent issues I have been facing with the OVH Client Area. Despite repeatedly reporting issues with the scroll function, I have not seen any improvement in its performance. It is particularly frustrating that the scroll function does not work on Safari but I've noticed later it works on Chrome, which creates unnecessary inconvenience. Furthermore, I am disappointed with OVH's refusal to refund my payment for IPs, which amounted to 512 euro. I understand that I did not request a refund for the entire amount, including the dedicated server, but I merely asked for a refund for the payment for IPs, which was declined. This experience has left me feeling undervalued as a customer and dissatisfied with the service. I strongly advise potential customers against using OVH services. Not only does their client area not work reliably, but the services also fail to load properly at times. Due to the faulty client area, I have lost 512 euro, and I believe it is in the best interest of other customers to steer clear of OVH's services. I hope that OVH can take steps to address the issues I have raised, including improving the performance of the client area and addressing customer concerns in a more satisfactory manner. 04/29/2023 I am extremely disappointed with OVH's services. The company has increased its prices in the last half of the year without any improvement in the quality of their services. In fact, the quality of their services has worsened significantly. To make matters worse, their client area is full of bugs. For instance, I was unable to scroll the page or cancel a service. As a result, I was charged for a service that I wanted to cancel but couldn't because of their faulty website. Furthermore, OVH changed the terms and conditions for existing services. There is no support to speak of either. If you submit a support ticket, you'll be lucky to get a response within a week. Overall, I cannot recommend OVH's services to anyone. There are too many issues, and the company does not seem to be making any effort to improve their services or address their customers' concerns."
Mohamed Samir,EG,"Updated Apr 26, 2023",1,My money was stolen,Update 26/04/2023 *** The Transaction preauthorization was not canceled and the full amount want charged from my card and here is the transaction details : Transaction amount 155.52 USD Fee 2.80 USD Total amount 158.32 USD Transaction details Payment method XXXXXX-XX65 Merchant OVHcloud Category Computer Network/Information Services Authorization code 673537303 Transaction timeline Charge 11 Mar 2023 Pre-auth 10 Mar 2023 I purchased a dedicated server and paid for it and before i setup the OS my server was canceled and my account was deleted without reason and OVH claimed that they will make a refund and nothing was refunded and i lost my money and i do not even have any method to contact the support [am505298-ovh][CS7548489] Solution proposed - Order - Payment
Dango Store,MA,"Updated Apr 24, 2023",1,i open a ticket in OVH no response for…,"i open a ticket in OVH no response for 24hours, am looking now for refund same no response am idiot to use ovh without checking in (trust pilot) 2.2 points they let me think before i do this mistake, they give me a fake space 20gb gone fast without doing anything we just start 20gb of SSD go fast i delete some files but the space still changed every seconde i check my space with cmd DF every seconde add space ask him why this happen no response. the french company use Fraud. they response just in trust pilot. be carefully before using any service from french company they all use fraud if you wan't to use french company check if they have paypal as payment method. Okey thank thats my ID aa1815978-ovh am not allowed to send my email"
Mitchell Reynolds,AU,"Apr 21, 2023",1,Horrible customer service,"Horrible customer service, I Was a returning customer - Had an old invoice from when the services were cancelled in 2019 - The customer service agent refused to assist with the balance, and refused to come up with a valid solution to the problem other than 'pay the invoice or your services may be cancelled.' Unprofessional handling of tickets, and crap customer service and I will most likely cancel these services within the next couple of months due to this super poor support. I should have looked at the reviews before opening up my account with them again."
Uthsara Sahan Jayasingha,SG,"Apr 20, 2023",1,This is the worst service I have ever…,"This is the worst service I have ever used. I ordered a vps. As soon as the order was placed, the money was deducted from the debit card, but after a day the order was canceled and they said that the payment method could not be confirmed. If you can't confirm, why did you take the money? No one should use this crappy service."
tradervip id,ID,"Updated Apr 18, 2023",1,After purchase,"After purchase, you will get email with confirmation about 48h waiting time until you get services. You cannot contact any support, only stupid bot doesnt solve problem. Im still not getting my VPS service until now Update after 24h payment : prnt*sc/DqkRKnXh8DIQ REPLACE * with ""."" prnt*sc/vOwBI0fBqa40 REPLACE * with ""."" They totally SCAM. 100% And now i cannot login into my account, reset password link sent but never arrive to inbox"
Jason Thomas,GB,"Apr 16, 2023",1,AVOID OVH ARE A PLAGUE TO THE HOSTING…,"AVOID OVH ARE A PLAGUE TO THE HOSTING INDUSTRY do not trust them with any of your data, they simply do not care, they also continue to charge after you cancel service, when ive called them they state nothing they can do , called over a month ago to cancel as there panel had issues and couldnt cancel so i spoke to billing who arrange this there side, ive got a Call Recording or proof, but still they took money after ive got a phone call and was informed service was cancelled, have now raised a Un-authroised chargeback with my bank as this was not consented"
Carsten Hansen,DK,"Apr 16, 2023",2,Price offers,"In February there were offers on many of their servers, if you signed up for 12 months or more. So I rented one. The next month they had even better offers and with no commitments. And after a chat with support there was nothing to do. I could find a server with the same binding, or pay the 12 months out. Is that fair? But otherwise, the servers runs very well. Had a server (windows) which has run for more than 5 years without any downtime. And a couple of VPS without any problems."
Andrew Hughes,AU,"Updated Apr 14, 2023",1,The Asia Pacific branch of OVHcloud are likely going to sink OVHcloud,"The Asia Pacific branch of OVHcloud are highly likely going to be the cause of the downfall/collapse of OVHcloud. Abysmal customer service, in-ability to manage the workload, deceptive and dismissive business practices, business management that does not continue a trusting rapport with clientele, service staff that couldn't really give a rat's about the customer/client and give rubbish stock standard replies (just watch any reply given here it will be generic, in-sincere and of no real substance). Seriously atrocious management of the whole Asia Pacific branch of OVHcloud ... they will end up sinking this company. We were potentially going to on-board up to 2500 VPS instances (around $1.5M in revenue per year for OVHcloud and as few as 500 so approx $300K per year) yet they couldn't be bothered to keep a rapport with us, could not be contacted except via support staff that really do not care at all and just reply with crap stock standard responses and sound so miserable you could almost feel their lack of enthusiasm for life working for OVHcloud. They sounded soulless and down trodden. Worst experience I've ever encountered!!! EDIT: (Note to OVHcloud) I have NO interest in any solution you provide the damage was done. IONOS have gained our business and anyone reading this I urge to go with IONOS. 24/7 support that are responsive and continue to follow up with you and help you through issues even for those where it's you mis-read or couldn't find how to achieve something. You can call them as well, sometimes a 10 minute wait but you always get through to someone that is knowledgable and resolves your issue. They then have an excellent follow up plan and a dedicated account handler. Also their prices are better than OVHcloud as well. OVHcloud you cannot offer anything to us that will make us bring the business back to you. Again the damage has already been done."
Pavel Zavadsky,AE,"Apr 13, 2023",1,They just charged me ~370€ and cancel the orders,"They just charged me ~370€ and cancelled all my orders because they said the payments were not verified? WHAT?? The most interesting thing is that the payment of 2€ for the first small test order they successfully accepted. And when I already started paying for the rest of the large orders, some kind of nightmare began. They succesfully charged my card, but the order failed. I also created a new order and paid from PayPal. Same thing - the money was deducted, but the orders were cancelled. Wrote to support - after 3 days they answered that ""sorry, but you have to wait from 14 to 28 days for a refund, because you have a problem with the payment"" And what was the problem? The problem was that they thought my zip code 000000 was wrong. BUT there is no zip code system in the United Arab Emirates, which is easy to google and OVH is the first company ever to have a problem with this!!! Outstanding incompetence combined with complete ignorance in the ticket, average response rate of 24 hours at best. At this point it's been a week, but the orders have still not been recovered. In the meantime, money has long since been debited from my card!"
Xen,NL,"Updated Apr 13, 2023",1,I purchased a server for a year...,"I purchased a server for a year starting in June 2022. Everything worked fine until 2 months ago. I have been experiencing package drops for the last 2 months. The server was advertised as the ideal game server and for an amount of almost 100 euros per month you expect something. The package drops started 2 months ago. But according to OVH, nothing was wrong. They then intervened (4 hours after the agreed time...) and unplugged and plugged in the network cable while they were going to replace the cable. Then they replaced the cable from the wrong server. After that the problems were not solved. Then they went to replace the motherboard. After an hour I received a message that it was completed (while the server has not been offline. Great!). After a few days of fiddling, things remained fairly stable. Until the beginning of this week. Package drops again, lag, no connection, my ping monitors at 2 locations simultaneously found that no pings were received and at that moment all players were kicked and could no longer connect. OVH went to check again, they ran tests for 3 hours, nothing came out of this, and the problems suddenly got much worse. According to OVH, it is not their fault. Fantastic, is it definitely just me? After i have asked them to cancel my contract because i lost lots of community members due the disconnects, they simple say my contract can't be cancelled. After that, the server went down around 3-4 times a day and they now simply disabled the monitoring system so that the server does not create a ticket automatically. Unbelievable. As of today, i'm still bound to the contract. I have now asked them 2x nicely to cancel my contract immediately since they do not deliver what they promised me. I can't, I just have to follow their diagnostic steps for the umpteenth time. No! I don't want this anymore! Finished! I sincerely hope that everyone who is going to purchase a server from them has read this. Support is friendly, but poor. Prices are relatively cheap, but the quality is low. After 3 times of contacts via review sites they still say that they can't cancel the contract because it is a one-year contract. So they can let me pay each month a 100 euro's for a service that has a lot of problems. Unbelievable."
Nazmul Haq,BD,"Updated Apr 11, 2023",3,"After three days, I finally got the Billing Support.","By mistake, I placed duplicate Orders. And from my PayPal, I Paid two times on 8 Apr 2023. Instantly I tried to contact their support in every possible way. Their live chat and contact number were not working. From there, suggest contacting them via ticket. I contact them via ticket. And finally, on 11/04/2023 (today), I just got the solution via the contact number by referencing the ticket ID."
Abdelilah F.,MA,"Apr 11, 2023",1,Horrible billing system!,Horrible billing system. I made the payment and renewed my server in 1Apr but they suspend my server today the 11st because of payment even they validated my payment and my expiring date is the 1st May 2023. Please fix and re-activate my server IMMEDIATELY as Im losing customers and have no access to my website.
Abdullah Arksousi,EG,"Updated Apr 12, 2023",1,fraud company and fraud service,I paid for my server at 9th of Feb .. they activated the server at 11th of Feb suddenly my server stopped working at 1st of Mar I sent a support ticket at 1st of Mar at 3rd of Mar my server got deleted at 7th of Mar they responded that my server got deleted because I didnt pay !! how the hell can I know that if they are not responding ?!! they gave me 18 days of service even though I paid for 30 days they dont want to give refunds they dont want to bring the server online again for the days I paid for I can provide all the emails and bills you want to pin this company as a bad one edit: I wish I can provide images here cause their customer support is brain dead I tell him something he reply after 3 days with something else I wish this company close their services and dont bother working again in this industry
Herc Magnus,CA,"Apr 5, 2023",1,WILL NEVER USE OVH AGAIN!,"One of the sites on my server was hacked with a common SQL injection. Rather than suspending that site, they closed ALL my websites. When dealing with support to get help to restore sites the customer support team was more than awful. They weren't helpful at all. I had to hire outside help to move my sites off the server and restore them elsewhere. Now that I am trying to cancel, their cancellation fees are 100% of the remaining contract on the server which is insanely bad as they are simply taking advantage of the customers. WILL NEVER USE OVH AGAIN!"
RaviCan'T,IN,"Updated Apr 10, 2023",1,Very Bad Customer Services and Useless staff,I Bought Dedicated Server 11 Days Ago then msged me to replay on there email with my real ID's I replied then after 4 days they msg me they didnt got my ids ahahahha Then I replied On there ticked with my ids from last 11 days No one replying anything and i am lossing so much only bcz of OVH Ticket number :- CS7611169 If You think they replied here then its Solved Nope They just hire some people to put default Msg here thats it nothing else they just dont help dont stuck your money here
Simon,DK,"Apr 4, 2023",5,Great service -,"Like many others, surprised to see so many bad reviews. I have been an OVH customer for the last 20 years (since I was 13), I have always been very happy with their products. Yes it's a big company, and their products are rather cheap, so they have tons of customers. And yes customer service is maybe not the best, they probably struggle a little managing the huge amount of customers they have. But IMO there is nothing wrong with their products, very high availability, and they have not stopped improving for the last 20 years, creating the VPS, adding flexibility, improved the OVH manager, etc. The support usually takes a few days (at least) to answer, but you can pay more if you want more support (like 24/7), which I think is fair. I think a lot of these reviews are poeple who have had one bad experience with them and got very angry. Mistakes happen, it's more about how the company handles the mistake that matters. If you have a big issue I would recommend sending them a message on Facebook, just remember to be nice and polite :) Thank you for reading! Simon"
C.,HK,"Updated Jan 24, 2025",5,[SOLVED] No refund & No services provided,"==UPDATED== OVH support looks into this issue again and issue refund quickly. I am satisfied. I registered a domain on OVH, the domain is not delievered at all and no refunding! Terrible, disgusting, awful and the last choice of registrars & cloud computing company, I would NEVER use again."
Luis Sousa,PT,"Apr 1, 2023",1,Terrible,"Terrible, terrible. It all started with a faulty server, backup copies all made to switch servers. OK! Changed Server. Now, the supposed new server, every 24 hours die. They automatically notify which server is having difficulties, they will replace the machine and WE LOST ALL THE INFORMATION UPLOADED IN THE FEW HOURS THAT OUR STORES WERE ONLINE. BAD, BAD. WHERE IS THE INFORMATION ON OUR CUSTOMERS' ORDERS? HOW DO WE GUESS NO TIME TO MAKE BACKUPS, FAILURE BEFORE SOMEONE CAN INTERVENE. IT'S THE WEEKEND AND NOBODY ANSWERS CLEARLY."
Коко Хекматьяр,RU,"Mar 29, 2023",1,blocked servers for access to IPMI (functionality of technical contact in OVH),"my client who uses the servers wanted to have access to IPMI - I told him to register a separate account in OVH for this. I gave him technical access to 3 servers. and the next day I found out that his account was blocked without any reason and notification, and 3 servers were also blocked. OVH has lost to everyone over the past 5 years, precisely because of the stupid employees who are destroying the company. when in 2013 there was not even the functionality of tickets on soyoustart-com servers, it was much better, everything worked like clockwork. and now employees are killing the reputation of a once-great company. and they get paid for it. one of the servers Contact details for the ns3155693.ip-51-77-43.eu (Dedicated Server) service have been changed. fm690615-ovh has now been assigned the following roles: - Technical contact"
R Adams,GB,"Mar 29, 2023",5,I would've thought the support is…,I would've thought the support is terrible but it's actually not. I've contacted OVH/SYS via facebook message and they did indeed reply and solved the issue for me. - Thumb Up
Dario,AR,"Mar 23, 2023",5,The support through Twitter is…,The support through Twitter is excellent with a rapid response and friendly communication.
Laszlo Dudas,GB,"Mar 23, 2023",1,Stay away from OVH,"Stay away from OVH. They cancel your service without notice. The prepaid account is useless. My partner had a yearly paid VPS with ovh with an extra IP that she got for free. It was part of the package. In the middle of the year, they give the letter We will charge an extra 0.60 / month for an IP that was part of my package. I wasn't happy but We made a top-up to her account thinking that will cover this expense. First, they billed on the 15 of December later they changed it to the first of Jan... so 1 monthly payment covered 15 days. After They get the payment on the first of February in March they canceled my IP without noticing us. I guess getting back the same IP is not possible and customer service should give an answer in the next month We leave OVH with a bad experience after 8 years of working with them."
Faisal Nur Rohman Effendi,ID,"Mar 23, 2023",4,"Good prices, and good uptime",But it seems that for some reason the ping from my ISP is always around 100ms - 200ms even though in the same datacenter location (Singapore) on another VPS I can get a consistent ping of 20ms.
Loua Basti,FR,"Updated Mar 17, 2023",1,Terrible client support and unprofessional,Terrible client support. Cut my bare metal service for no valid reason. Please do you a favor and never let yourself buy a product at OVH.
FF,GB,"Updated Mar 14, 2023",1,WORST ORDER & COMPANY EVER!,"WORST, WORST, WORST SERVICE EVER! My order got cancelled after 48 hours without a reason. I got a response from ticket that other department will take my case shortly but after waiting all the day nothing happend. I DONT HAVE THE MINIMUM MOTIVATION TO DO ANYTHING ELSE WITH THEM. BE AWARE. They dont care about clients. This is the truth. Im using trustpilot to ask a full refund of the money paid 440€ since do not respond to tickets! My customer ID is: ps1009055-ovh"
Claudiu,RO,"Mar 13, 2023",1,I had several IPs at OVH,"I had several IPs at OVH, the first payment was made on 12/11/2022, and now in 2023, they made me pay on 01/03/2023, I don't know how IPs are paid on 30 of days if they have added me to the payment much faster. Last month I was able to pay on 07/02/2023, and now they ask me to pay on 01/03/2023, my problem is that those 6 days/7 or even more are paid, but despite all this, I - they suspended the IPs. I contacted the support staff, I wrote them my problem, and they gave me a completely different answer. I made a request to cancel the commitment because OVH did this 'fraud' by canceling my IPs much faster and caused me material damage to the services that required those IPs, and now I don't want to offer to cancel the services!"
Ryuji Kun,US,"Updated Mar 13, 2023",1,Scam? The Worst Hosting Provider,"Last month I made an order for their promo VPS for 12 months. But a few days later my account was closed without any explanation, and I tried to open a new account with the same email to get clarity via support ticket. In the ticket they explained that I violated their terms and conditions in the contract, but did not explain what the violation was and how it happened, and they refused to refund my money. If you are trying to find a VPS for the long term, you should stay away from this one hosting company, because your account can be deleted at any time without any explanation and you will not get a refund. Customer service takes a very long time to respond. And of course you will find it very difficult to contact customer service, unlike most hosting providers who make it easy for customer service with live chat or fast ticket responses, you might even have trouble finding their support ticket. Not very user friendly. My worst experience in using a hosting service so far. Edit 13-3-2023 : There is no need for further explanation, the customer service explanation in the ticketing system is very clear, and I don't think it will make any difference if you take care of this matter. Your problem is in the terms and conditions that you have. Every hosting provider has an anti-fraud system, but only OVH has an anti-fraud system that is very sneaky to customers. The anti-fraud system on other hosting may refuse payment if it is detected as suspicious, or make a refund by canceling the transaction, then notifying the customer via email for clarification. But OVH doesn't have this, you just immediately delete the account, don't provide an explanation if the customer doesn't ask for it, and don't give a refund. That's all. After I saw many complaints on Trustpilot, it turns out that I'm not the only one experiencing something like this."
Fredrik,FR,"Mar 9, 2023",1,OVH is not a serious company,OVH is not a serious company. They answer 4 days later after the site is down. Do not us. They sucks.
Lembang Lembang,CA,"Updated Mar 18, 2023",2,WORST SUPPORT,"I have ticket that has been opened since Feb 28. Not even the first level of support attending to it. And the issue is clearly with OVH Control Panel that doesnt allow you to renew domain name. EDIT: March 06: They closed my ticket without even given any answer THIS IS MY TICKET 7504617 EDIT: March 08: New ticket has been created on March 06 - 7529860. Again no one even look on the ticket, aside someone change the categorization on March 07. EDIT: March 09: Nothing happens still....... EDIT: March 13: Still NOTHING EDIT: March 15: Template replied has been sent, with apologies, but what pissed me off is, they dont even look at the problem statement correctly. EDIT: March 16: Received a phone call out of the blue from OVH Support. Provided me with the link for domain renewal. The domain only get renewed + payment is settled for after over 24 hours. Raise it to 2 stars, I got my problem solved but it took 14 calendar days..."
Jebra,DE,"Updated Mar 9, 2023",1,I can not log in to my control panel,"I can not log in to my control panel. Changing the password does not help, when trying to log in, it gives an error Error: Invalid Account ID or password I did not receive any ticket or email regarding this problem from the ovh and my vps is also unavailable ---- Edit: We have not taken any action to violate the law All our payments were made with a valid account and payment documents are available Access to the services and user account was cut off without notification and without the possibility of making a backup copy for us"
Daniel Cho,US,"Feb 27, 2023",1,If I could give OVH ZERO star I would…,"If I could give OVH ZERO star I would gladly! I was with OVH for nearly 10 years and thought they were a good company. How wrong I was! They took my whole server offline for over 2 days with over 36 high level clients on it just because one of my clients' website was hacked with phishing files. Despite the phishing files being deleted the minute we were notified by the OVH Abuse team on Friday morning, they still took down the server on Friday night for the whole weekend. It's now Monday afternoon and they still have not put my server back online. The tech support says I have to wait for the email from Abuse team because they can't do anything due to being a separate Dept. I sent the numerous emails to their Abuse team with no response since Friday!! And I am still waiting. As a result, I lost 8 clients as of today over the weekend and over $15,000 in revenue from those clients. I am speaking to a lawyer about suing OVH for loss of business and bad business practice. WARNING!!!!!! DO NOT DO BUSINESS WITH OVH!!!! THEY ARE THE WORST!!!!"
Mikroskil Youth Care,ID,"Feb 27, 2023",1,Account deleted,"I bought a vps with a $30 bill on 17th February, 10 hours after I bought it, my account was deleted and the vps is certainly not accessible, I haven't used a vps yet. I have contacted but not taken seriously."
Peter Tran,VN,"Updated Mar 13, 2023",1,I got a bad experience with OVH Cloud,"I got a bad experience with OVH Cloud. I tried to create a company account and placed an order payment via Paypal. They asked me about some document to verify, I sent them the Identity and Bank statement, but they didn't accept and locked my account without any explaination(I called 5 times to Singapore supporter but can't do anything more). I asked them whether I can't use their service, they told me to create a new account. I did follow the suggestion and created a new account as personal. This time I paid via VISA and my account was locked after 2 waiting days without any emails from OVH to explain the reason. I called support but he didn't know about the reason and asked me to send an email to validation team. I still never get any responses from them. I lost my money and can't use any services, it is not much, but it's so disappointing about the service. I hope that if you are trying to figure out this company, please don't pay much money on your first order, you can lost it without any explainations. My order number is 14889820. Updat 14/3: It is more than 14 days and not received the refund. You are a liar. DON'T use services of this company if you don't want to lose your money. :(("
